Question No,Title,Url,Difficulty,Tag
254,Factor Combinations,https://leetcode.com/problems/factor-combinations,Medium,"Array, Backtracking"
255,Verify Preorder Sequence in Binary Search Tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,Medium,"Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree"
256,Paint House,https://leetcode.com/problems/paint-house,Medium,"Array, Dynamic Programming"
257,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths,Easy,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
258,Add Digits,https://leetcode.com/problems/add-digits,Easy,"Math, Simulation, Number Theory"
259,3Sum Smaller,https://leetcode.com/problems/3sum-smaller,Medium,"Array, Two Pointers, Binary Search, Sorting"
260,Single Number III,https://leetcode.com/problems/single-number-iii,Medium,"Array, Bit Manipulation"
261,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
262,Trips and Users,https://leetcode.com/problems/trips-and-users,Hard,Database
263,Ugly Number,https://leetcode.com/problems/ugly-number,Easy,Math
264,Ugly Number II,https://leetcode.com/problems/ugly-number-ii,Medium,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)"
265,Paint House II,https://leetcode.com/problems/paint-house-ii,Hard,"Array, Dynamic Programming"
266,Palindrome Permutation,https://leetcode.com/problems/palindrome-permutation,Easy,"Hash Table, String, Bit Manipulation"
267,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii,Medium,"Hash Table, String, Backtracking"
268,Missing Number,https://leetcode.com/problems/missing-number,Easy,"Array, Hash Table, Math, Bit Manipulation, Sorting"
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary,Hard,"Array, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort"
270,Closest Binary Search Tree Value,https://leetcode.com/problems/closest-binary-search-tree-value,Easy,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
271,Encode and Decode Strings,https://leetcode.com/problems/encode-and-decode-strings,Medium,"Array, String, Design"
272,Closest Binary Search Tree Value II,https://leetcode.com/problems/closest-binary-search-tree-value-ii,Hard,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree"
273,Integer to English Words,https://leetcode.com/problems/integer-to-english-words,Hard,"Math, String, Recursion"
274,H-Index,https://leetcode.com/problems/h-index,Medium,"Array, Sorting, Counting Sort"
275,H-Index II,https://leetcode.com/problems/h-index-ii,Medium,"Array, Binary Search"
276,Paint Fence,https://leetcode.com/problems/paint-fence,Medium,Dynamic Programming
277,Find the Celebrity,https://leetcode.com/problems/find-the-celebrity,Medium,"Two Pointers, Greedy, Graph, Interactive"
278,First Bad Version,https://leetcode.com/problems/first-bad-version,Easy,"Binary Search, Interactive"
279,Perfect Squares,https://leetcode.com/problems/perfect-squares,Medium,"Math, Dynamic Programming, Breadth-First Search"
280,Wiggle Sort,https://leetcode.com/problems/wiggle-sort,Medium,"Array, Greedy, Sorting"
281,Zigzag Iterator,https://leetcode.com/problems/zigzag-iterator,Medium,"Array, Design, Queue, Iterator"
282,Expression Add Operators,https://leetcode.com/problems/expression-add-operators,Hard,"Math, String, Backtracking"
283,Move Zeroes,https://leetcode.com/problems/move-zeroes,Easy,"Array, Two Pointers"
284,Peeking Iterator,https://leetcode.com/problems/peeking-iterator,Medium,"Array, Design, Iterator"
285,Inorder Successor in BST,https://leetcode.com/problems/inorder-successor-in-bst,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
286,Walls and Gates,https://leetcode.com/problems/walls-and-gates,Medium,"Array, Breadth-First Search, Matrix"
287,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number,Medium,"Array, Two Pointers, Binary Search, Bit Manipulation"
288,Unique Word Abbreviation,https://leetcode.com/problems/unique-word-abbreviation,Medium,"Array, Hash Table, String, Design"
289,Game of Life,https://leetcode.com/problems/game-of-life,Medium,"Array, Matrix, Simulation"
290,Word Pattern,https://leetcode.com/problems/word-pattern,Easy,"Hash Table, String"
291,Word Pattern II,https://leetcode.com/problems/word-pattern-ii,Medium,"Hash Table, String, Backtracking"
292,Nim Game,https://leetcode.com/problems/nim-game,Easy,"Math, Brainteaser, Game Theory"
293,Flip Game,https://leetcode.com/problems/flip-game,Easy,String
294,Flip Game II,https://leetcode.com/problems/flip-game-ii,Medium,"Math, Dynamic Programming, Backtracking, Memoization, Game Theory"
295,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream,Hard,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
296,Best Meeting Point,https://leetcode.com/problems/best-meeting-point,Hard,"Array, Math, Sorting, Matrix"
297,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,Hard,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
298,Binary Tree Longest Consecutive Sequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,Medium,"Tree, Depth-First Search, Binary Tree"
299,Bulls and Cows,https://leetcode.com/problems/bulls-and-cows,Medium,"Hash Table, String, Counting"
300,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence,Medium,"Array, Binary Search, Dynamic Programming"
301,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses,Hard,"String, Backtracking, Breadth-First Search"
302,Smallest Rectangle Enclosing Black Pixels,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels,Hard,"Array, Binary Search, Depth-First Search, Breadth-First Search, Matrix"
303,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable,Easy,"Array, Design, Prefix Sum"
304,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable,Medium,"Array, Design, Matrix, Prefix Sum"
305,Number of Islands II,https://leetcode.com/problems/number-of-islands-ii,Hard,"Array, Union Find"
306,Additive Number,https://leetcode.com/problems/additive-number,Medium,"String, Backtracking"
307,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable,Medium,"Array, Design, Binary Indexed Tree, Segment Tree"
308,Range Sum Query 2D - Mutable,https://leetcode.com/problems/range-sum-query-2d-mutable,Hard,"Array, Design, Binary Indexed Tree, Segment Tree, Matrix"
309,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,Medium,"Array, Dynamic Programming"
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
311,Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication,Medium,"Array, Hash Table, Matrix"
312,Burst Balloons,https://leetcode.com/problems/burst-balloons,Hard,"Array, Dynamic Programming"
313,Super Ugly Number,https://leetcode.com/problems/super-ugly-number,Medium,"Array, Hash Table, Math, Dynamic Programming, Heap (Priority Queue)"
314,Binary Tree Vertical Order Traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
315,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
316,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters,Medium,"String, Stack, Greedy, Monotonic Stack"
317,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings,Hard,"Array, Breadth-First Search, Matrix"
318,Maximum Product of Word Lengths,https://leetcode.com/problems/maximum-product-of-word-lengths,Medium,"Array, String, Bit Manipulation"
319,Bulb Switcher,https://leetcode.com/problems/bulb-switcher,Medium,"Math, Brainteaser"
320,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation,Medium,"String, Backtracking, Bit Manipulation"
321,Create Maximum Number,https://leetcode.com/problems/create-maximum-number,Hard,"Stack, Greedy, Monotonic Stack"
322,Coin Change,https://leetcode.com/problems/coin-change,Medium,"Array, Dynamic Programming, Breadth-First Search"
323,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
324,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii,Medium,"Array, Divide and Conquer, Sorting, Quickselect"
325,Maximum Size Subarray Sum Equals k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,Medium,"Array, Hash Table"
326,Power of Three,https://leetcode.com/problems/power-of-three,Easy,"Math, Recursion"
327,Count of Range Sum,https://leetcode.com/problems/count-of-range-sum,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
328,Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list,Medium,Linked List
329,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,Hard,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization"
330,Patching Array,https://leetcode.com/problems/patching-array,Hard,"Array, Greedy"
331,Verify Preorder Serialization of a Binary Tree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,Medium,"String, Stack, Tree, Binary Tree"
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary,Hard,"Depth-First Search, Graph, Eulerian Circuit"
333,Largest BST Subtree,https://leetcode.com/problems/largest-bst-subtree,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
334,Increasing Triplet Subsequence,https://leetcode.com/problems/increasing-triplet-subsequence,Medium,"Array, Greedy"
335,Self Crossing,https://leetcode.com/problems/self-crossing,Hard,"Array, Math, Geometry"
336,Palindrome Pairs,https://leetcode.com/problems/palindrome-pairs,Hard,"Array, Hash Table, String, Trie"
337,House Robber III,https://leetcode.com/problems/house-robber-iii,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
338,Counting Bits,https://leetcode.com/problems/counting-bits,Easy,"Dynamic Programming, Bit Manipulation"
339,Nested List Weight Sum,https://leetcode.com/problems/nested-list-weight-sum,Medium,"Depth-First Search, Breadth-First Search"
340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,Medium,"Hash Table, String, Sliding Window"
341,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,Medium,"Stack, Tree, Depth-First Search, Design, Queue, Iterator"
342,Power of Four,https://leetcode.com/problems/power-of-four,Easy,"Math, Bit Manipulation, Recursion"
343,Integer Break,https://leetcode.com/problems/integer-break,Medium,"Math, Dynamic Programming"
344,Reverse String,https://leetcode.com/problems/reverse-string,Easy,"Two Pointers, String, Recursion"
345,Reverse Vowels of a String,https://leetcode.com/problems/reverse-vowels-of-a-string,Easy,"Two Pointers, String"
346,Moving Average from Data Stream,https://leetcode.com/problems/moving-average-from-data-stream,Easy,"Array, Design, Queue, Data Stream"
347,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements,Medium,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
348,Design Tic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe,Medium,"Array, Hash Table, Design, Matrix"
349,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
350,Intersection of Two Arrays II,https://leetcode.com/problems/intersection-of-two-arrays-ii,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
351,Android Unlock Patterns,https://leetcode.com/problems/android-unlock-patterns,Medium,"Dynamic Programming, Backtracking"
352,Data Stream as Disjoint Intervals,https://leetcode.com/problems/data-stream-as-disjoint-intervals,Hard,"Binary Search, Design, Ordered Set"
353,Design Snake Game,https://leetcode.com/problems/design-snake-game,Medium,"Array, Design, Queue, Matrix"
354,Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes,Hard,"Array, Binary Search, Dynamic Programming, Sorting"
355,Design Twitter,https://leetcode.com/problems/design-twitter,Medium,"Hash Table, Linked List, Design, Heap (Priority Queue)"
356,Line Reflection,https://leetcode.com/problems/line-reflection,Medium,"Array, Hash Table, Math"
357,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,Medium,"Math, Dynamic Programming, Backtracking"
358,Rearrange String k Distance Apart,https://leetcode.com/problems/rearrange-string-k-distance-apart,Hard,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
359,Logger Rate Limiter,https://leetcode.com/problems/logger-rate-limiter,Easy,"Hash Table, Design"
360,Sort Transformed Array,https://leetcode.com/problems/sort-transformed-array,Medium,"Array, Math, Two Pointers, Sorting"
361,Bomb Enemy,https://leetcode.com/problems/bomb-enemy,Medium,"Array, Dynamic Programming, Matrix"
362,Design Hit Counter,https://leetcode.com/problems/design-hit-counter,Medium,"Array, Hash Table, Binary Search, Design, Queue"
363,Max Sum of Rectangle No Larger Than K,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,Hard,"Array, Binary Search, Dynamic Programming, Matrix, Ordered Set"
364,Nested List Weight Sum II,https://leetcode.com/problems/nested-list-weight-sum-ii,Medium,"Stack, Depth-First Search, Breadth-First Search"
365,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem,Medium,"Math, Depth-First Search, Breadth-First Search"
366,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree,Medium,"Tree, Depth-First Search, Binary Tree"
367,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square,Easy,"Math, Binary Search"
